NOME;CATEGORIA
CABERGOLINA;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES
CABERGOLINA;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES
CABERGOLINA;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA
CABERGOLINA;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES
CABERGOLINA;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES
CABERGOLINA;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA
CABERGOLINA;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA
CABERTRIX;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA
CABOMETYX;
CADENZA;ANTI-HIPERTENSIVOS SIMPLES
CAELYX;ANTINEOPLASICO
CAFIASPIRINA;ANALGESICOS NAO NARCOTICOS
CAFILISADOR;ANALGESICOS NAO NARCOTICOS
CALAMYN;ANTIALERGICOS TOPICOS
CALCIFIX COMPOSTO B12;VITAMINAS E SUPLEMENTOS MINERAIS
CALCIJEX;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
CALCIMEC D3;VITAMINAS E SUPLEMENTOS MINERAIS
CALCITONINA SINT�TICA;HORMONIO HIPOCALCEMICO
CALCITRAN B12;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
CALCIUM SANDOZ;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
CALCIUM SANDOZ + VITAMINA C LARANJA;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
CALCORT;GLICOCORTICOIDES SISTEMICOS
CALDROX D;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
CALMADOR;ANALGESICOS NAO NARCOTICOS
CALMALEVHY;ANSIOLITICOS SIMPLES
CALMAN;FITOTERAPICO COMPOSTO
CALMANTINA;ANSIOL�TICOS
CALMASYN;ANSIOLITICOS SIMPLES
CALMAZIL;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES
CALMINEX;ANTINFLAMATORIOS
CALMINTHEO;ANSIOLITICOS SIMPLES
CALMITANE;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES
CALMOPLANTAS;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES
CALMPHAR PI;ANSIOLITICOS SIMPLES
CALNATE;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF
CALQUENCE;AGENTES ANTINEOPL�SICOS + INIBIDORES DA PROTE�NA QUINASE 
CALT;ANTIPARATIREOIDEANOS
CALTRATE 600 + M;VITAMINAS E SUPLEMENTOS MINERAIS
CALTREN;ANTIANGINOSOS E VASODILATADORES
CAMOMILA COMPOSTA CATARINENSE;DIGESTIVOS-ASSOCIACOES MEDICAMENTOSAS
CAMOMILINA C;VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS
CAMPTOSAR;ANTINEOPLASICO
CAMPTRIX;ANTINEOPLASICO
CANCIDAS;ANTI-FUNGICOS
CANDECOR;ANTI-HIPERTENSIVOS SIMPLES
CANDECOR HCT;ANTI-HIPERTENSIVOS
CANDERM;AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS
CANDESARTANA CILEXETILA;ANTI-HIPERTENSIVOS SIMPLES
CANDESARTANA CILEXETILA;ANTI-HIPERTENSIVOS SIMPLES
CANDESARTANA CILEXETILA;ANTI-HIPERTENSIVOS
CANDESARTANA CILEXETILA;ANTI-HIPERTENSIVOS SIMPLES
CANDESARTANA CILEXETILA;ANTI-HIPERTENSIVOS SIMPLES
CANDESARTANA CILEXETILA;ANTI-HIPERTENSIVOS SIMPLES
CANDESARTANA CILEXETILA;ANTI-HIPERTENSIVOS SIMPLES
CANDESARTANA CILEXETILA + HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA;ANTI-HIPERTENSIVOS
CANDESSA;ANTI-HIPERTENSIVOS SIMPLES
CANDESSA HCT;ANTI-HIPERTENSIVOS
CANDICORT;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CANDIGRAN;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CANDITRAT;ANTIMICOTICO
CANDORAL;ANTIMICOTICOS SISTEMICOS
CANESTEN;ANTIMICOTICOS PARA USO TOPICO
C�NFORA;RUBEFACIENTES
CAPECARE;OUTROS ANTINEOPLASICOS
CAPECITABINA;ANTINEOPLASICOS CITOTOXICOS
CAPECITABINA;OUTROS ANTINEOPLASICOS
CAPECITABINA;OUTROS ANTINEOPLASICOS
CAPECITABINA;OUTROS ANTINEOPLASICOS
CAPECITABINA;OUTROS ANTINEOPLASICOS
CAPELIV;OUTROS ANTINEOPLASICOS
CAPILAREMA;ANTIFIBRINOLITICOS
CAPOTRINEO;ANTI-HIPERTENSIVOS
CAPOX;ANTI-HIPERTENSIVOS
CAPRELSA;ANTINEOPLASICO
CAPSFEN;ANTINFLAMATORIOS ANTIREUMATICOS
CAPS-IPEN;IODOTERAPIA
CAPTOCORD;ANTI-HIPERTENSIVOS
CAPTOLAB;ANTI-HIPERTENSIVOS SIMPLES
CAPTOMED;ANTI-HIPERTENSIVOS SIMPLES
CAPTOMIDO;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS
CAPTOPRIL;ANTI-HIPERTENSIVOS
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOPRIL;ANTI-HIPERTENSIVOS SIMPLES
CAPTOSEN;ANTI-HIPERTENSIVOS
CAPTOTEC;ANTI-HIPERTENSIVOS SIMPLES
CAPY;ANTIALOPECIA
CAPYLA-HAIR;INIBIDOR DA ALFA-REDUTASE
CAPZAT;OUTROS ANTINEOPLASICOS
CARBAGLU;MODULADORES DO METABOLISMO E DA DIGESTAO
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBAMAZEPINA;ANTICONVULSIVANTES
CARBIDOL;ANTIPARKINSONIANOS
CARBIDOPA MONOIDRATADA + LEVODOPA;ANTIPARKINSONIANOS
CARBITAL;ANTICONVULSIVANTES
CARBOCIN;EXPECTORANTES
CARBOCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTEINA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTE�NA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTE�NA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTE�NA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTE�NA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTE�NA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTE�NA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTE�NA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTE�NA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTE�NA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTE�NA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTE�NA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOCISTE�NA;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARBOLITIUM;ANTIDEPRESSIVOS
CARBONATO DE L�TIO;ANTIDEPRESSIVOS
CARBONATO DE L�TIO;ANTIDEPRESSIVOS
CARBONATO DE L�TIO;ANTIDEPRESSIVOS
CARBONATO DE L�TIO;ANTIDEPRESSIVOS
CARBONATO DE L�TIO;ANTIDEPRESSIVOS
CARBOPLATINA;ANTINEOPLASICO
CARBOTRAT;EXPECTORANTES BALSAMICOS E MUCOLITICO
CARDBET;ANTI-HIPERTENSIVOS
CARDCOR;GLICOSIDEOS CARDIACOS
CARDICORON;ANTIARRITMICOS
CARDILOL;BETABLOQUEADORES SIMPLES
CARDIOXANE;MEDICAMENTOS C/ ACAO NO MIOCARDIO
CARD-IPEN;AGENTES DIAGNOSTICOS RADIOATIVOS
CARDITRIL;ANTI-HIPERTENSIVOS SIMPLES
CARDIZEM;ANTI-HIPERTENSIVOS
CARDOMARIN;COLAGOGOS, COLERETICOS E HEPATOPROTETORES
CARDURAN;ANTI-HIPERTENSIVOS
CARELI;ANTICONCEPCIONAIS
CARISOPRODOL + DICLOFENACO DE S�DIO + PARACETAMOL+ CAFE�NA;RELAXANTES MUSCULARES
CARLIT;ANTIDEPRESSIVOS
CARNABOL;ESTIMULANTES DO APETITE
CARNABOL KIDS;POLIVITAMINICOS + SAIS MINERAIS
CARVEDILAT;ANTI-HIPERTENSIVOS
CARVEDILOL;ANTI-HIPERTENSIVOS
CARVEDILOL;ANTI-HIPERTENSIVOS SIMPLES
CARVEDILOL;ANTI-HIPERTENSIVOS SIMPLES
CARVEDILOL;ANTI-HIPERTENSIVOS
CARVEDILOL;ANTI-HIPERTENSIVOS
CARVEDILOL;ANTI-HIPERTENSIVOS
CARVEDILOL;ANTI-HIPERTENSIVOS
CARVEDILOL;ANTI-HIPERTENSIVOS
CARVEDILOL;ANTI-HIPERTENSIVOS
CARVEDILOL;ANTI-HIPERTENSIVOS
CARVEDILOL;ANTI-HIPERTENSIVOS
CARVEDILOL;ANTI-HIPERTENSIVOS
CARVEDILOL;ANTI-HIPERTENSIVOS
CARVEGRAN;ANTI-HIPERTENSIVOS
CARVEROL;PRODUTOS PARA TERAPIA DE INTOXICACOES
C�SCARA SAGRADA BIONATUS;FITOTERAPICO SIMPLES + LAXANTES
C�SCARA SAGRADA HERBARIUM;LAXANTES
CASODEX;ANTINEOPLASICO
CASPACIL;ANTIMICOTICOS PARA USO TOPICO
CASTANHA DA �NDIA;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES
CASTANHA DA �NDIA ALTHAIA;ANTIVARICOSOS DE ACAO SISTEMICA
CASTANHA DA �NDIA ATALAIA;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES
CASTANHA DA �NDIA COMPOSTA;ANTIVARICOSOS DE ACAO SISTEMICA
CASTANHA DA �NDIA EC;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES
CASTANHA DA INDIA GLOBO;ANTIVARICOSOS DE ACAO SISTEMICA
CASTANHA DA �NDIA HERBARIUM;ANTIVARICOSOS DE ACAO SISTEMICA + FITOTERAPICO SIMPLES
CASTANHA DA INDIA ORIENT;ANTIVARICOSOS DE ACAO SISTEMICA
CATAFLAM;ANTINFLAMATORIOS
CATAFLAMPRO;ANTINFLAMATORIOS
CATAFLEXYM;ANTINFLAMATORIOS
CATUAMA;FITOTERAPICO COMPOSTO + MEDICACAO ENERGETICA
CAVALINHA ORIENT;DIURETICOS + FITOTERAPICO SIMPLES
CAVERJECT;VASODILATADORES
CAZIDERM;ANTINFECCIOSOS TOPICOS
CAZIGERAN;VITAMINAS E SUPLEMENTOS MINERAIS
CBEQUIM;ANTIMICOTICOS PARA USO TOPICO
CEBION;MONOVITAMINAS EXCETO VITAMINA K
CEBION C�LCIO;PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS
CEBION ZINCO;VITAMINAS E SUPLEMENTOS MINERAIS
CEBRALAT;ANTITROMBOTICO
CEBRILIN;ANTIDEPRESSIVOS
CEBRILIN;ANTIDEPRESSIVOS
CECLOR;ANTIBIOTICOS SISTEMICOS SIMPLES
CECNOIN;PRODUTOS ANTI-ACNE
CECOFLAN;ANTINFLAMATORIOS
CEDROXIL;CEFALOSPORINAS
CEDUR;ANTILIPEMICOS
CEF;CEFALOSPORINAS
CEF;CEFALOSPORINAS
CEFABEN;ANTIBIOTICOS SISTEMICOS SIMPLES
CEFACIMED;CEFALOSPORINAS
CEFACLOR;CEFALOSPORINAS
CEFACLOR;CEFALOSPORINAS
CEFACLOR;CEFALOSPORINAS
CEFACLOR;CEFALOSPORINAS
CEFACLOR;CEFALOSPORINAS
CEFADRIN;ANALGESICOS NAO NARCOTICOS
CEFADROXILA;ANTIBACTERIANO + CEFALOSPORINAS
CEFADROXILA;CEFALOSPORINAS
CEFADROXILA;CEFALOSPORINAS
CEFADROXILA;CEFALOSPORINAS
CEFADROXILA;CEFALOSPORINAS
CEFADROXILA;CEFALOSPORINAS
CEFADROXILA;CEFALOSPORINAS
CEFADROXILA;CEFALOSPORINAS
CEFADROXILA;CEFALOSPORINAS
CEFADROXILA;ANTIBI�TICOS + CEFALOSPORINAS
CEFADROXILA;CEFALOSPORINAS
CEFAGEL;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;ANTIBIOTICOS SISTEMICOS SIMPLES
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;ANTIBIOTICOS SISTEMICOS SIMPLES
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA;CEFALOSPORINAS
CEFALEXINA MONOIDRATADA;CEFALOSPORINAS
CEFALEXINA MONOIDRATADA;CEFALOSPORINAS
CEFALEXINA MONOIDRATADA;CEFALOSPORINAS
CEFALEXINA MONOIDRATADA;CEFALOSPORINAS
CEFALIUM;ANALGESICOS CONTRA ENXAQUECA
CEFALIUM ONE;ANALGESICOS NAO NARCOTICOS
CEFALIV;ANALGESICOS CONTRA ENXAQUECA
CEFALOTIL;ANTIBIOTICOS SISTEMICOS SIMPLES
CEFALOTINA SODICA;CEFALOSPORINAS
CEFALOTINA S�DICA;CEFALOSPORINAS
CEFALOTINA S�DICA;CEFALOSPORINAS
CEFALOTINA S�DICA;CEFALOSPORINAS
CEFALOTINA S�DICA;ANTIBIOTICOS SISTEMICOS SIMPLES
CEFALOTINA S�DICA;CEFALOSPORINAS
CEFANAXIL;CEFALOSPORINAS
CEFARISTON;CEFALOSPORINAS
CEFAZIMA;CEFALOSPORINAS
CEFAZOLINA S�DICA;CEFALOSPORINAS
CEFAZOLINA S�DICA;CEFALOSPORINAS
CEFAZOLINA S�DICA;ANTIBIOTICOS SISTEMICOS SIMPLES
CEFAZOLINA S�DICA;CEFALOSPORINAS
CEFAZOLINA S�DICA;CEFALOSPORINAS
CEFAZOLINA S�DICA;CEFALOSPORINAS
CEFLEN;CEFALOSPORINAS
CEFOTAXIMA SODICA;CEFALOSPORINAS
CEFOTAXIMA S�DICA;CEFALOSPORINAS
CEFOXITINA S�DICA;CEFALOSPORINAS
CEFOXITINA S�DICA;CEFALOSPORINAS
CEFPROL;CEFALOSPORINAS
CEFTAFOR;ANTIBIOTICOS SISTEMICOS SIMPLES
CEFTAZIDIMA;CEFALOSPORINAS
CEFTAZIDIMA PENTAHIDRATADA;CEFALOSPORINAS
CEFTAZIDIMA PENTAIDRATADA;CEFALOSPORINAS
CEFTAZIDON;CEFALOSPORINAS
CEFTFENPRO LP;ANTIINFLAMAT�RIOS E ANTIREUM�TICOS
CEFTON;CEFALOSPORINAS
CEFTRIAXONA DISS�DICA;CEFALOSPORINAS
CEFTRIAXONA DISS�DICA;CEFALOSPORINAS
CEFTRIAXONA DISS�DICA HEMIEPTAIDRATADA;ANTIBIOTICOS SISTEMICOS SIMPLES
CEFTRIAXONA DISS�DICA HEMIEPTAIDRATADA;CEFALOSPORINAS
CEFTRIAXONA DISS�DICA HEMIEPTAIDRATADA;CEFALOSPORINAS
CEFTRIAXONA DISS�DICA HEMIEPTAIDRATADA;CEFALOSPORINAS
CEFTRIAXONA DISS�DICA HEMIEPTAIDRATADA;CEFALOSPORINAS
CEFTRIAXONA S�DICA;CEFALOSPORINAS
CEFTRIONA;ANTIBIOTICOS SISTEMICOS SIMPLES
CEFUROXIMA S�DICA;ANTIBIOTICOS SISTEMICOS SIMPLES
CEFUROXIMA S�DICA;CEFALOSPORINAS
CEFUROXIMA S�DICA;CEFALOSPORINAS
CEL;CEFALOSPORINAS
CELEBRA;ANTINFLAMATORIOS
CELECOXIBE;ANTINFLAMATORIOS
CELECOXIBE;AGENTES ANTI-INFLAMAT�RIOS
CELECOXIBE;ANTINFLAMATORIOS
CELECOXIBE;ANTINFLAMATORIOS
CELECOXIBE;ANTINFLAMATORIOS
CELECOXIBE;ANTINFLAMATORIOS
CELECOXIBE;ANTINFLAMATORIOS
CELECOXIBE;ANTINFLAMATORIOS
CELECOXIBE;ANTINFLAMATORIOS
CELECOXIBE;ANTINFLAMATORIOS
CELERG;ANTI-HISTAMINICOS SISTEMICOS
CELERGIN;ANTI-HISTAMINICOS SISTEMICOS
CELESTAMINE;ANTI-HISTAMINICOS SISTEMICOS
CELESTONE;GLICOCORTICOIDES SISTEMICOS
CELESTONE SOLUSPAN;GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
CELESTRAT;GLICOCORTICOIDES SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS
CELETIL;ANTI-HISTAMINICOS SISTEMICOS
CELLCEPT;IMUNOSUPRESSOR
CELLEXINA;ANTIBIOTICOS SISTEMICOS SIMPLES
CELLOZINA;CEFALOSPORINAS
CELLUFAN  VITA;FITOTERAPICO SIMPLES + OUTROS PRODUTOS COM ACAO NO APARELHO CARDIOVASCULAR
CELOCORT;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CELOZOL;ANTIMICOTICO
CELSENTRI;ANTIRETROVIRAL
CENEVIT;MONOVITAMINAS EXCETO VITAMINA K
CENEVIT ARG;NEUROTONICO
CENEVIT ZINCO;VITAMINAS E SUPLEMENTOS MINERAIS
CENTELLA HERBARIUM;FITOTERAPICO SIMPLES + OUTROS PRODUTOS COM ACAO NO APARELHO CARDIOVASCULAR
CEPLUS;MONOVITAMINAS EXCETO VITAMINA K
CEPLUVITIN;MONOVITAMINAS EXCETO VITAMINA K
CEPLUVITIN ARG;NEUROTONICO
CERAZETTE;ANTICONCEPCIONAIS
CERDELGA;MODULADORES DO METABOLISMO E DA DIGESTAO
CEREMIL;ANTIMICOTICO
CEREZYME;ENZIMA PARA REPOSI�AO
CERNE-12;POLIVITAMINICOS SEM MINERAIS
CERTICAN;AGENTE IMUNOSUPRESSOR
CERUMIN;REMOVEDORES DE SECRECAO DO CONDUTO AUDITIVO EXTERNO
CERVARIX;VACINAS
CETACONAL;ANTI-FUNGICOS
CETADEX;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.
CETAZIMA;ANTIBIOTICOS SISTEMICOS SIMPLES
CETIHEXAL;ANTI-HISTAMINICOS SISTEMICOS
CETILPLEX;EXPECTORANTES BALSAMICOS E MUCOLITICO
CETIRTEC;ANTIALERGICOS
CETOBETA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONALAB;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICOS SISTEMICOS
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICOS PARA USO TOPICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICOS PARA USO TOPICO
CETOCONAZOL;ANTIMICOTICOS PARA USO TOPICO
CETOCONAZOL;ANTIMICOTICOS PARA USO TOPICO
CETOCONAZOL;ANTIMICOTICOS PARA USO TOPICO
CETOCONAZOL;ANTIMICOTICOS SISTEMICOS
CETOCONAZOL;ANTIMICOTICOS PARA USO TOPICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICOS PARA USO TOPICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICOS PARA USO TOPICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICOS PARA USO TOPICO
CETOCONAZOL;ANTIMICOTICOS SISTEMICOS
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL;ANTIMICOTICO
CETOCONAZOL + BETAMETASONA + SULFATO DE NEOMICINA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;ANTIMICOTICOS PARA USO TOPICO
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;ANTIMICOTICOS PARA USO TOPICO
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;ANTINFECCIOSOS TOPICOS-ASSOCIACOES MEDICAMENTOSAS
CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA
